Geographic Area Name,Rate_Unemployment_Whole,Rate_Unemployment_White,Rate_Unemployment_Black,Rate_Unemployment_AIndA,Rate_Unemployment_Asian,Unemployment Parity
"Caswell, North Carolina",0.054000000000000006,0.045,0.075,0.526,0.0,-0.03
"Catawba, North Carolina",0.065,0.06,0.122,0.136,0.061,-0.062
"Chatham, North Carolina",0.043,0.036000000000000004,0.069,0.0,0.043,-0.033
"Cherokee, North Carolina",0.053,0.047,0.474,0.0,0.0,-0.427
"Chowan, North Carolina",0.077,0.064,0.10400000000000001,0.0,,-0.04000000000000001
"Clay, North Carolina",0.031,0.027000000000000003,0.0,0.0,,0.027000000000000003
"Cleveland, North Carolina",0.083,0.076,0.115,0.14400000000000002,0.052000000000000005,-0.03900000000000001
"Columbus, North Carolina",0.066,0.068,0.068,0.061,0.057999999999999996,0.0
"Craven, North Carolina",0.071,0.055,0.135,0.1,0.049,-0.08000000000000002
"Cumberland, North Carolina",0.085,0.065,0.10300000000000001,0.084,0.057999999999999996,-0.038000000000000006
"Currituck, North Carolina",0.043,0.042,0.079,0.0,0.0,-0.037
"Dare, North Carolina",0.044000000000000004,0.040999999999999995,0.156,0.0,0.0,-0.115
"Davidson, North Carolina",0.059000000000000004,0.055,0.096,0.146,0.045,-0.041
"Davie, North Carolina",0.039,0.039,0.047,0.111,0.063,-0.008
"Duplin, North Carolina",0.08,0.069,0.105,0.0,0.152,-0.03599999999999999
"Durham, North Carolina",0.046,0.032,0.067,0.0,0.028999999999999998,-0.035
"Edgecombe, North Carolina",0.085,0.057999999999999996,0.102,0.0,0.0,-0.044
"Forsyth, North Carolina",0.055999999999999994,0.042,0.087,0.256,0.036000000000000004,-0.04499999999999999
"Franklin, North Carolina",0.057999999999999996,0.047,0.099,0.061,0.0,-0.052000000000000005
"Gaston, North Carolina",0.062,0.055999999999999994,0.096,0.091,0.001,-0.04000000000000001
"Gates, North Carolina",0.063,0.040999999999999995,0.11199999999999999,0.0,0.0,-0.071
"Graham, North Carolina",0.040999999999999995,0.039,1.0,0.052000000000000005,,-0.961
"Granville, North Carolina",0.055999999999999994,0.042,0.081,0.028999999999999998,0.0,-0.039
"Greene, North Carolina",0.075,0.059000000000000004,0.096,0.0,,-0.037
"Guilford, North Carolina",0.057,0.037000000000000005,0.091,0.109,0.039,-0.05399999999999999
"Halifax, North Carolina",0.076,0.062,0.09,0.049,0.026000000000000002,-0.027999999999999997
"Harnett, North Carolina",0.071,0.069,0.08900000000000001,0.09300000000000001,0.003,-0.020000000000000004
"Haywood, North Carolina",0.043,0.044000000000000004,0.016,0.0,0.046,0.028000000000000004
"Henderson, North Carolina",0.025,0.024,0.055,0.006,0.0,-0.031
"Hertford, North Carolina",0.092,0.055,0.122,0.053,0.062,-0.067
"Hoke, North Carolina",0.098,0.077,0.09,0.134,0.0,-0.012999999999999998
"Hyde, North Carolina",0.066,0.021,0.267,,,-0.24600000000000002
"Iredell, North Carolina",0.049,0.040999999999999995,0.08800000000000001,0.22699999999999998,0.07400000000000001,-0.047000000000000014
"Jackson, North Carolina",0.05,0.046,0.009000000000000001,0.046,0.1,0.037
"Johnston, North Carolina",0.047,0.044000000000000004,0.057,0.011000000000000001,0.017,-0.012999999999999998
"Jones, North Carolina",0.10300000000000001,0.049,0.22699999999999998,0.0,0.0,-0.178
"Lee, North Carolina",0.07,0.065,0.086,0.309,0.036000000000000004,-0.02099999999999999
"Lenoir, North Carolina",0.114,0.068,0.16899999999999998,0.071,0.0,-0.10099999999999998
"Lincoln, North Carolina",0.055,0.049,0.161,0.0,0.0,-0.112
"McDowell, North Carolina",0.057,0.052000000000000005,0.19699999999999998,0.13,0.0,-0.14499999999999996
"Macon, North Carolina",0.047,0.040999999999999995,0.036000000000000004,0.542,0.0,0.0049999999999999906
"Madison, North Carolina",0.047,0.046,0.0,0.0,0.175,0.046
"Martin, North Carolina",0.12,0.069,0.184,0.0,0.0,-0.11499999999999999
"Mecklenburg, North Carolina",0.048,0.033,0.071,0.10800000000000001,0.048,-0.03799999999999999
"Mitchell, North Carolina",0.034,0.033,0.214,,0.0,-0.181
"Montgomery, North Carolina",0.04,0.027000000000000003,0.1,0.0,0.0,-0.07300000000000001
"Moore, North Carolina",0.048,0.04,0.094,0.055999999999999994,0.068,-0.054
"Nash, North Carolina",0.064,0.045,0.079,0.0,0.0,-0.034
"New Hanover, North Carolina",0.05,0.045,0.083,0.0,0.075,-0.038000000000000006
"Northampton, North Carolina",0.063,0.055,0.07,0.05,,-0.015000000000000006
"Onslow, North Carolina",0.087,0.077,0.091,0.322,0.068,-0.013999999999999999
"Orange, North Carolina",0.035,0.034,0.049,0.0,0.026000000000000002,-0.015
"Pamlico, North Carolina",0.051,0.048,0.052000000000000005,0.16699999999999998,0.0,-0.0040000000000000036
"Pasquotank, North Carolina",0.065,0.027000000000000003,0.12,0.0,0.102,-0.093
"Pender, North Carolina",0.077,0.068,0.099,0.0,0.0,-0.031
"Perquimans, North Carolina",0.069,0.046,0.13,0.25,0.0,-0.084
"Person, North Carolina",0.067,0.034,0.135,0.0,0.0,-0.101
"Pitt, North Carolina",0.081,0.049,0.132,0.009000000000000001,0.031,-0.083
"Polk, North Carolina",0.051,0.044000000000000004,0.13,,0.0,-0.086
"Randolph, North Carolina",0.048,0.046,0.055999999999999994,0.049,0.03,-0.009999999999999995
"Richmond, North Carolina",0.087,0.063,0.125,0.276,0.0,-0.062
"Robeson, North Carolina",0.067,0.04,0.10400000000000001,0.069,0.003,-0.064
"Rockingham, North Carolina",0.06,0.048,0.096,0.0,0.159,-0.048
"Rowan, North Carolina",0.07200000000000001,0.054000000000000006,0.146,0.106,0.06,-0.09199999999999998
"Rutherford, North Carolina",0.07200000000000001,0.064,0.09,0.424,0.0,-0.025999999999999995
"Sampson, North Carolina",0.069,0.055999999999999994,0.11,0.086,0.09300000000000001,-0.054000000000000006
"Scotland, North Carolina",0.11800000000000001,0.08199999999999999,0.151,0.17800000000000002,0.0,-0.069
"Stanly, North Carolina",0.057,0.048,0.151,0.042,0.039,-0.103
"Stokes, North Carolina",0.06,0.062,0.064,0.0,0.0,-0.0020000000000000018
"Surry, North Carolina",0.04,0.04,0.053,0.19399999999999998,0.0,-0.012999999999999998
"Swain, North Carolina",0.069,0.08800000000000001,0.813,0.015,0.609,-0.725
"Transylvania, North Carolina",0.059000000000000004,0.053,0.174,0.0,0.0,-0.121
"Tyrrell, North Carolina",0.052000000000000005,0.046,0.038,0.0,1.0,0.008
"Union, North Carolina",0.046,0.038,0.10099999999999999,0.091,0.021,-0.063
"Vance, North Carolina",0.084,0.045,0.115,0.242,0.0,-0.07
"Wake, North Carolina",0.04,0.031,0.073,0.047,0.032,-0.041999999999999996
"Warren, North Carolina",0.08800000000000001,0.055,0.11900000000000001,0.07,0.0,-0.064
"Washington, North Carolina",0.075,0.039,0.111,0.0,,-0.07200000000000001
"Watauga, North Carolina",0.07400000000000001,0.07,0.153,0.0,0.083,-0.08299999999999999
"Wayne, North Carolina",0.066,0.044000000000000004,0.11599999999999999,0.063,0.054000000000000006,-0.07199999999999998
"Wilkes, North Carolina",0.055,0.047,0.17300000000000001,0.413,0.0,-0.126
"Wilson, North Carolina",0.079,0.046,0.128,0.0,0.07400000000000001,-0.082
"Yadkin, North Carolina",0.044000000000000004,0.043,0.073,0.0,0.0,-0.03
"Yancey, North Carolina",0.052000000000000005,0.052000000000000005,0.128,0.0,0.067,-0.076
"Adams, North Dakota",0.01,0.011000000000000001,0.0,0.0,0.0,0.011000000000000001
"Barnes, North Dakota",0.019,0.02,0.0,0.0,0.0,0.02
"Benson, North Dakota",0.059000000000000004,0.028999999999999998,0.0,0.113,0.0,0.028999999999999998
"Billings, North Dakota",0.037000000000000005,0.038,,,,
"Bottineau, North Dakota",0.037000000000000005,0.025,0.0,0.253,0.0,0.025
"Bowman, North Dakota",0.032,0.033,,0.0,,
"Burke, North Dakota",0.024,0.025,0.0,0.0,0.0,0.025
"Burleigh, North Dakota",0.021,0.018000000000000002,0.018000000000000002,0.12,0.0,0.0
"Cass, North Dakota",0.027000000000000003,0.021,0.12,0.042,0.012,-0.09899999999999999
"Cavalier, North Dakota",0.015,0.015,,0.0,,
"Dickey, North Dakota",0.025,0.023,0.121,0.0,0.0,-0.098
"Divide, North Dakota",0.012,0.013000000000000001,0.0,,0.0,0.013000000000000001
"Dunn, North Dakota",0.025,0.017,0.0,0.11699999999999999,0.0,0.017
"Eddy, North Dakota",0.012,0.013000000000000001,,0.0,,
"Emmons, North Dakota",0.015,0.016,,,0.0,
"Foster, North Dakota",0.005,0.005,,0.0,0.0,
"Golden Valley, North Dakota",0.03,0.032,,0.0,,
"Grand Forks, North Dakota",0.038,0.03,0.075,0.20600000000000002,0.025,-0.045
"Grant, North Dakota",0.026000000000000002,0.024,,0.231,0.0,
"Griggs, North Dakota",0.018000000000000002,0.019,,0.0,,
"Hettinger, North Dakota",0.024,0.016,,0.5,,
"Kidder, North Dakota",0.005,0.005,0.0,0.0,0.0,0.005
"LaMoure, North Dakota",0.006,0.006,0.0,,,0.006
"Logan, North Dakota",0.006999999999999999,0.008,,0.0,,
"McHenry, North Dakota",0.024,0.023,0.0,0.129,0.5,0.023
"McIntosh, North Dakota",0.003,0.003,0.0,0.0,0.0,0.003
"McKenzie, North Dakota",0.037000000000000005,0.026000000000000002,0.0,0.17300000000000001,0.0,0.026000000000000002
"McLean, North Dakota",0.012,0.009000000000000001,0.0,0.062,,0.009000000000000001
"Mercer, North Dakota",0.016,0.017,0.0,0.0,0.0,0.017
"Morton, North Dakota",0.021,0.019,0.0,0.145,0.0,0.019
"Mountrail, North Dakota",0.044000000000000004,0.028999999999999998,0.0,0.10800000000000001,0.0,0.028999999999999998
"Nelson, North Dakota",0.004,0.004,0.0,,0.0,0.004
"Oliver, North Dakota",0.024,0.027000000000000003,,0.0,0.0,
"Pembina, North Dakota",0.033,0.027000000000000003,,0.16899999999999998,0.0,
"Pierce, North Dakota",0.009000000000000001,0.006,,0.10400000000000001,0.0,
"Ramsey, North Dakota",0.006,0.004,0.0,0.023,0.0,0.004
"Ransom, North Dakota",0.013000000000000001,0.013999999999999999,0.0,0.0,0.0,0.013999999999999999
"Renville, North Dakota",0.022000000000000002,0.022000000000000002,0.0,,,0.022000000000000002
"Richland, North Dakota",0.033,0.031,0.222,0.12300000000000001,0.0,-0.191
"Rolette, North Dakota",0.083,0.025,0.0,0.10300000000000001,0.0,0.025
"Sargent, North Dakota",0.013000000000000001,0.013000000000000001,0.0,0.214,0.0,0.013000000000000001
"Sheridan, North Dakota",0.022000000000000002,0.022000000000000002,,0.0,,
"Sioux, North Dakota",0.187,0.034,,0.23199999999999998,,
"Slope, North Dakota",0.021,0.022000000000000002,0.0,0.0,,0.022000000000000002
"Stark, North Dakota",0.025,0.024,0.021,0.218,0.0,0.002999999999999999
"Steele, North Dakota",0.040999999999999995,0.042,0.0,,,0.042
"Stutsman, North Dakota",0.032,0.034,0.006999999999999999,0.0,0.0,0.027000000000000003
"Towner, North Dakota",0.033,0.011000000000000001,,0.429,0.0,
"Traill, North Dakota",0.03,0.022000000000000002,0.05,0.0,0.0,-0.028
"Walsh, North Dakota",0.025,0.024,,0.0,0.0,
"Ward, North Dakota",0.028999999999999998,0.027999999999999997,0.043,0.023,0.033,-0.015
"Wells, North Dakota",0.026000000000000002,0.026000000000000002,,,,
"Williams, North Dakota",0.022000000000000002,0.017,0.017,0.096,0.0,0.0
"Adams, Ohio",0.054000000000000006,0.055,0.08,,0.0,-0.025
"Allen, Ohio",0.054000000000000006,0.046,0.09,0.08900000000000001,0.011000000000000001,-0.044
"Ashland, Ohio",0.035,0.035,0.005,0.0,0.015,0.030000000000000002
"Ashtabula, Ohio",0.069,0.067,0.09,0.581,0.0,-0.022999999999999993
"Athens, Ohio",0.07200000000000001,0.07,0.11,0.0,0.10800000000000001,-0.039999999999999994
"Auglaize, Ohio",0.03,0.028999999999999998,0.132,0.0,0.0,-0.10300000000000001
"Belmont, Ohio",0.053,0.05,0.111,0.0,0.0,-0.061
"Brown, Ohio",0.049,0.047,0.23399999999999999,0.0,0.0,-0.187
"Butler, Ohio",0.046,0.045,0.048,0.0,0.028999999999999998,-0.0030000000000000027
"Carroll, Ohio",0.052000000000000005,0.052000000000000005,0.135,0.0,,-0.083
"Champaign, Ohio",0.05,0.049,0.09,0.0,0.0,-0.040999999999999995
"Clark, Ohio",0.067,0.063,0.096,0.0,0.12300000000000001,-0.033
"Clermont, Ohio",0.037000000000000005,0.037000000000000005,0.044000000000000004,0.0,0.025,-0.006999999999999999
"Clinton, Ohio",0.055999999999999994,0.055,0.039,0.0,0.0,0.016
"Columbiana, Ohio",0.066,0.057999999999999996,0.32299999999999995,0.0,0.0,-0.26499999999999996
"Coshocton, Ohio",0.055,0.054000000000000006,0.012,0.0,0.0,0.04200000000000001
"Crawford, Ohio",0.053,0.05,0.247,0.0,0.0,-0.197
"Cuyahoga, Ohio",0.076,0.048,0.14400000000000002,0.152,0.047,-0.09600000000000002
"Darke, Ohio",0.033,0.033,0.062,0.0,0.076,-0.028999999999999998
"Defiance, Ohio",0.043,0.038,0.059000000000000004,0.099,0.043,-0.021000000000000005
"Delaware, Ohio",0.027999999999999997,0.025,0.08,0.0,0.025,-0.055
"Erie, Ohio",0.05,0.044000000000000004,0.099,0.0,0.023,-0.055
"Fairfield, Ohio",0.04,0.039,0.023,0.355,0.045,0.016
"Fayette, Ohio",0.057999999999999996,0.05,0.21899999999999997,0.0,0.0,-0.16899999999999998
"Franklin, Ohio",0.049,0.035,0.095,0.131,0.037000000000000005,-0.06
"Fulton, Ohio",0.04,0.039,0.10099999999999999,0.13,0.129,-0.06199999999999999
"Gallia, Ohio",0.042,0.040999999999999995,0.10300000000000001,0.0,0.087,-0.06200000000000001
"Geauga, Ohio",0.025,0.026000000000000002,0.032,0.0,0.0,-0.005999999999999998
"Greene, Ohio",0.054000000000000006,0.048,0.122,0.278,0.016,-0.074
"Guernsey, Ohio",0.059000000000000004,0.059000000000000004,0.006999999999999999,0.322,0.0,0.052000000000000005
"Hamilton, Ohio",0.054000000000000006,0.039,0.10099999999999999,0.0,0.027999999999999997,-0.06199999999999999
"Hancock, Ohio",0.036000000000000004,0.034,0.08199999999999999,0.0,0.0,-0.04799999999999999
"Hardin, Ohio",0.051,0.049,0.059000000000000004,,0.0,-0.010000000000000002
"Harrison, Ohio",0.053,0.047,0.295,0.0,0.0,-0.248
"Henry, Ohio",0.031,0.03,0.13,0.0,0.0,-0.1
"Highland, Ohio",0.067,0.064,0.057999999999999996,0.695,0.0,0.006000000000000005
"Hocking, Ohio",0.049,0.049,0.29600000000000004,0.0,0.115,-0.24700000000000005
"Holmes, Ohio",0.021,0.018000000000000002,0.0,0.526,0.0,0.018000000000000002
"Huron, Ohio",0.043,0.04,0.27,0.188,0.0,-0.23
"Jackson, Ohio",0.079,0.077,0.0,0.0,,0.077
"Jefferson, Ohio",0.06,0.057999999999999996,0.084,0.0,0.031,-0.02600000000000001
"Knox, Ohio",0.044000000000000004,0.043,0.04,0.225,0.0,0.0029999999999999957
"Lake, Ohio",0.042,0.04,0.059000000000000004,0.0,0.022000000000000002,-0.019000000000000003
"Lawrence, Ohio",0.055999999999999994,0.055,0.01,,0.23399999999999999,0.045
"Licking, Ohio",0.044000000000000004,0.043,0.065,0.11800000000000001,0.04,-0.022000000000000006
"Logan, Ohio",0.045,0.04,0.275,0.18600000000000003,0.062,-0.23500000000000001
"Lorain, Ohio",0.055,0.048,0.092,0.159,0.017,-0.044
"Lucas, Ohio",0.07200000000000001,0.051,0.15,0.163,0.033,-0.099
"Madison, Ohio",0.042,0.039,0.15,0.0,0.0,-0.11099999999999999
"Mahoning, Ohio",0.077,0.057999999999999996,0.18,0.11,0.017,-0.122
"Marion, Ohio",0.066,0.061,0.142,0.217,0.0,-0.08099999999999999
"Medina, Ohio",0.027999999999999997,0.026000000000000002,0.11900000000000001,0.0,0.009000000000000001,-0.093
"Meigs, Ohio",0.078,0.077,0.0,,0.0,0.077
"Mercer, Ohio",0.025,0.021,0.061,,0.276,-0.039999999999999994
"Miami, Ohio",0.049,0.049,0.094,0.0,0.0,-0.045
"Monroe, Ohio",0.052000000000000005,0.05,,,0.0,
"Montgomery, Ohio",0.064,0.049,0.11900000000000001,0.205,0.039,-0.07
"Morgan, Ohio",0.046,0.042,0.147,0.0,0.0,-0.10499999999999998
"Morrow, Ohio",0.032,0.033,0.026000000000000002,0.0,0.0,0.006999999999999999
"Muskingum, Ohio",0.061,0.054000000000000006,0.107,0.205,0.11199999999999999,-0.05299999999999999
"Noble, Ohio",0.053,0.054000000000000006,0.0,,,0.054000000000000006
"Ottawa, Ohio",0.038,0.036000000000000004,0.19,0.0,0.0,-0.154
"Paulding, Ohio",0.040999999999999995,0.039,0.055999999999999994,0.0,0.0,-0.016999999999999994
"Perry, Ohio",0.071,0.063,0.375,0.7,0.0,-0.312
"Pickaway, Ohio",0.042,0.043,0.03,0.0,0.0,0.012999999999999998
"Pike, Ohio",0.064,0.064,0.145,0.0,0.0,-0.08099999999999999
"Portage, Ohio",0.055,0.051,0.115,0.063,0.107,-0.064
"Preble, Ohio",0.036000000000000004,0.034,0.359,,0.0,-0.32499999999999996
"Putnam, Ohio",0.03,0.03,0.341,0.0,0.0,-0.31100000000000005
"Richland, Ohio",0.053,0.045,0.14,0.295,0.033,-0.09500000000000001
"Ross, Ohio",0.061,0.06,0.068,,0.0,-0.008000000000000007
"Sandusky, Ohio",0.046,0.036000000000000004,0.198,0.32899999999999996,0.0,-0.162
"Scioto, Ohio",0.077,0.077,0.09699999999999999,0.0,0.092,-0.01999999999999999
"Seneca, Ohio",0.044000000000000004,0.040999999999999995,0.095,0.0,0.032,-0.054000000000000006
"Shelby, Ohio",0.045,0.040999999999999995,0.121,0.435,0.135,-0.08
"Stark, Ohio",0.054000000000000006,0.046,0.142,0.0,0.032,-0.09599999999999999
"Summit, Ohio",0.054000000000000006,0.043,0.114,0.034,0.035,-0.07100000000000001
"Trumbull, Ohio",0.048,0.043,0.085,0.38,0.03,-0.04200000000000001
"Tuscarawas, Ohio",0.042,0.043,0.024,0.0,0.0,0.018999999999999996
"Union, Ohio",0.019,0.019,0.019,0.0,0.013999999999999999,0.0
"Van Wert, Ohio",0.039,0.038,0.09,0.29,0.0,-0.052
"Vinton, Ohio",0.07,0.07,,0.0,0.0,
"Warren, Ohio",0.03,0.028999999999999998,0.045,0.0,0.040999999999999995,-0.016
"Washington, Ohio",0.04,0.04,0.013000000000000001,0.145,0.0,0.027
"Wayne, Ohio",0.035,0.033,0.055,0.0,0.145,-0.022
"Williams, Ohio",0.038,0.034,0.243,0.0,0.157,-0.209
"Wood, Ohio",0.045,0.040999999999999995,0.115,0.256,0.024,-0.07400000000000001
"Wyandot, Ohio",0.027000000000000003,0.026000000000000002,0.11800000000000001,,0.159,-0.092
"Adair, Oklahoma",0.048,0.039,0.22699999999999998,0.057999999999999996,0.0,-0.18799999999999997
"Alfalfa, Oklahoma",0.023,0.022000000000000002,0.0,0.059000000000000004,,0.022000000000000002
"Atoka, Oklahoma",0.048,0.036000000000000004,0.5,0.06,0.0,-0.46399999999999997
"Beaver, Oklahoma",0.042,0.047,0.0,0.0,,0.047
"Beckham, Oklahoma",0.033,0.036000000000000004,0.078,0.006,0.0,-0.041999999999999996
"Blaine, Oklahoma",0.03,0.033,0.0,0.039,0.0,0.033
"Bryan, Oklahoma",0.055,0.048,0.127,0.077,0.02,-0.079
"Caddo, Oklahoma",0.067,0.044000000000000004,0.195,0.149,0.0,-0.151
"Canadian, Oklahoma",0.037000000000000005,0.035,0.027999999999999997,0.114,0.002,0.007000000000000006
"Carter, Oklahoma",0.054000000000000006,0.049,0.11,0.046,0.0,-0.061
"Cherokee, Oklahoma",0.076,0.057,0.19699999999999998,0.10099999999999999,0.0,-0.13999999999999999
"Choctaw, Oklahoma",0.076,0.07,0.12,0.085,0.0,-0.04999999999999999
"Cimarron, Oklahoma",0.005,0.004,,0.2,,
"Cleveland, Oklahoma",0.043,0.038,0.084,0.064,0.046,-0.046000000000000006
"Coal, Oklahoma",0.054000000000000006,0.045,0.0,0.153,0.0,0.045
"Comanche, Oklahoma",0.075,0.055999999999999994,0.125,0.157,0.017,-0.069
"Cotton, Oklahoma",0.069,0.065,0.138,0.139,,-0.07300000000000001
"Craig, Oklahoma",0.05,0.032,0.0,0.071,0.54,0.032
"Creek, Oklahoma",0.038,0.037000000000000005,0.05,0.03,0.0,-0.012999999999999998
"Custer, Oklahoma",0.032,0.027999999999999997,0.0,0.043,0.0,0.027999999999999997
"Delaware, Oklahoma",0.063,0.054000000000000006,0.075,0.08900000000000001,0.071,-0.02099999999999999
"Dewey, Oklahoma",0.026000000000000002,0.025,,0.055999999999999994,0.0,
"Ellis, Oklahoma",0.066,0.055,0.0,0.174,0.0,0.055
"Garfield, Oklahoma",0.049,0.05,0.003,0.038,0.077,0.047
"Garvin, Oklahoma",0.031,0.031,0.046,0.033,0.0,-0.015
"Grady, Oklahoma",0.035,0.033,0.033,0.022000000000000002,0.0,0.0
"Grant, Oklahoma",0.037000000000000005,0.034,0.0,0.0,0.0,0.034
"Greer, Oklahoma",0.064,0.062,0.0,0.5379999999999999,,0.062
"Harmon, Oklahoma",0.038,0.027000000000000003,0.0,0.0,0.0,0.027000000000000003
"Harper, Oklahoma",0.027999999999999997,0.032,,,,
"Haskell, Oklahoma",0.086,0.077,0.294,0.096,0.0,-0.21699999999999997
"Hughes, Oklahoma",0.08199999999999999,0.08199999999999999,0.0,0.10800000000000001,,0.08199999999999999
"Jackson, Oklahoma",0.051,0.044000000000000004,0.11199999999999999,0.040999999999999995,0.06,-0.06799999999999998
"Jefferson, Oklahoma",0.065,0.062,0.129,0.095,,-0.067
"Johnston, Oklahoma",0.079,0.069,0.14400000000000002,0.073,0.0,-0.07500000000000001
"Kay, Oklahoma",0.067,0.059000000000000004,0.141,0.139,0.061,-0.08199999999999999
"Kingfisher, Oklahoma",0.049,0.043,0.057,0.037000000000000005,0.0,-0.014000000000000005
"Kiowa, Oklahoma",0.051,0.033,0.17300000000000001,0.163,0.214,-0.14
"Latimer, Oklahoma",0.10300000000000001,0.107,0.125,0.09300000000000001,0.0,-0.018000000000000002
"Le Flore, Oklahoma",0.055999999999999994,0.055,0.13699999999999998,0.076,0.05,-0.08199999999999999
"Lincoln, Oklahoma",0.047,0.049,0.051,0.034,0.0,-0.001999999999999995
"Logan, Oklahoma",0.04,0.031,0.163,0.011000000000000001,0.0,-0.132
"Love, Oklahoma",0.044000000000000004,0.042,0.11900000000000001,0.009000000000000001,0.0,-0.07700000000000001
"McClain, Oklahoma",0.037000000000000005,0.033,0.135,0.11,0.0,-0.10200000000000001
"McCurtain, Oklahoma",0.055999999999999994,0.046,0.127,0.077,0.0,-0.081
"McIntosh, Oklahoma",0.065,0.066,0.078,0.068,,-0.011999999999999997
"Major, Oklahoma",0.028999999999999998,0.027000000000000003,0.0,0.0,0.5,0.027000000000000003
"Marshall, Oklahoma",0.04,0.039,0.0,0.10300000000000001,0.0,0.039
"Mayes, Oklahoma",0.055999999999999994,0.052000000000000005,0.077,0.066,0.20800000000000002,-0.024999999999999994
"Murray, Oklahoma",0.04,0.035,0.163,0.057999999999999996,0.0,-0.128
"Muskogee, Oklahoma",0.063,0.049,0.111,0.077,0.057999999999999996,-0.062
"Noble, Oklahoma",0.042,0.026000000000000002,0.0,0.151,0.5,0.026000000000000002
"Nowata, Oklahoma",0.076,0.069,0.059000000000000004,0.081,0.0,0.010000000000000002
"Okfuskee, Oklahoma",0.075,0.054000000000000006,0.20800000000000002,0.111,,-0.15400000000000003
"Oklahoma, Oklahoma",0.045,0.037000000000000005,0.084,0.045,0.024,-0.047
"Okmulgee, Oklahoma",0.084,0.07400000000000001,0.086,0.1,0.0,-0.011999999999999983
"Osage, Oklahoma",0.06,0.042,0.115,0.084,0.054000000000000006,-0.07300000000000001
